id,main url,title,price,category,images,short desc,نام 1 صفت,مقدار(های) 1 صفت,نام 2 صفت,مقدار(های) 2 صفت,نام 3 صفت,مقدار(های) 3 صفت,نام 4 صفت,مقدار(های) 4 صفت,نام 5 صفت,مقدار(های) 5 صفت,نام 6 صفت,مقدار(های) 6 صفت,نام 7 صفت,مقدار(های) 7 صفت,نام 8 صفت,مقدار(های) 8 صفت,نام 9 صفت,مقدار(های) 9 صفت,نام 10 صفت,مقدار(های) 10 صفت,نام 11 صفت,مقدار(های) 11 صفت,نام 12 صفت,مقدار(های) 12 صفت,نام 13 صفت,مقدار(های) 13 صفت,نام 14 صفت,مقدار(های) 14 صفت,نام 15 صفت,مقدار(های) 15 صفت,نام 16 صفت,مقدار(های) 16 صفت,نام 17 صفت,مقدار(های) 17 صفت,نام 18 صفت,مقدار(های) 18 صفت,نام 19 صفت,مقدار(های) 19 صفت,نام 20 صفت,مقدار(های) 20 صفت,نام 21 صفت,مقدار(های) 21 صفت,نام 22 صفت,مقدار(های) 22 صفت,نام 23 صفت,مقدار(های) 23 صفت,نام 24 صفت,مقدار(های) 24 صفت,نام 25 صفت,مقدار(های) 25 صفت,نام 26 صفت,مقدار(های) 26 صفت,نام 27 صفت,مقدار(های) 27 صفت,نام 28 صفت,مقدار(های) 28 صفت,نام 29 صفت,مقدار(های) 29 صفت,نام 30 صفت,مقدار(های) 30 صفت,نام 31 صفت,مقدار(های) 31 صفت,نام 32 صفت,مقدار(های) 32 صفت,نام 33 صفت,مقدار(های) 33 صفت,نام 34 صفت,مقدار(های) 34 صفت,نام 35 صفت,مقدار(های) 35 صفت,نام 36 صفت,مقدار(های) 36 صفت,نام 37 صفت,مقدار(های) 37 صفت,نام 38 صفت,مقدار(های) 38 صفت,نام 39 صفت,مقدار(های) 39 صفت,نام 40 صفت,مقدار(های) 40 صفت,نام 41 صفت,مقدار(های) 41 صفت,نام 42 صفت,مقدار(های) 42 صفت,نام 43 صفت,مقدار(های) 43 صفت,نام 44 صفت,مقدار(های) 44 صفت,نام 45 صفت,مقدار(های) 45 صفت,نام 46 صفت,مقدار(های) 46 صفت,نام 47 صفت,مقدار(های) 47 صفت,نام 48 صفت,مقدار(های) 48 صفت,نام 49 صفت,مقدار(های) 49 صفت,نام 50 صفت,مقدار(های) 50 صفت
11,https://damatajhiz.com/products/660/فن-کویل-کاستی-یک-طرفه-gl-مدل-glkc-300,فن کویل کاستی یک طرفه GL مدل GLKC-300,17600000,فن کویل > فن کویل گلدیران (GL),https://damava.ir/wp-content/uploads/2022/sarmayesh/11/1.jpg,<ol><li>دارای فن سانتریفیوژ چهار سرعته با سطح صدای کم</li><li> دارای فیلترهای تصفیه هوای قابل شستشو</li><li>طراحی کم حجم+مجهز به پمپ درین</li><li>قابلیت نصب ترموستات جهت کنترل و برنامه ریزی دستگاه</li><li>برای مساحت حداکثر 20 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GLKC-300,موقعیت نصب دستگاه,کاستی,ظرفیت هوادهي CFM,300,حداکثر قدرت سرمایش(BTU/hr),10300,حداکثر قدرت گرمایش(BTU/hr),17500,نوع برق مصرفی,تک فاز - 220 ولت,میزان صدا - Db,32/34/36,افت فشار آب (Kpa),14,ابعاد خالص بدنه (ارتفاعxعرضxطول)- mm,1054x425x169,ابعاد ناخالص بدنه (ارتفاعxعرضxطول)- mm,1155x490x245,ابعاد خالص پنل (ارتفاعxعرضxطول)- mm,1180x465x25,ابعاد ناخالص پنل (ارتفاعxعرضxطول)- mm,1232x517x107,وزن خالص کل - Kg,16.3,سایز لوله ورودی- Inch,1/2,سایز لوله خروجی- Inch,1/2,سایز لوله درین- Inch,1,کشور سازنده ,ایران,گارانتی,شرکت گلدیران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی گلدیران,گارانتی,گارانتی 18 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,https://damatajhiz.com/products/648/فن-کویل-زمینی-gl-مدل-glkf4-400,فن کویل زمینی GL مدل GLKF4-400,8740000,فن کویل > فن کویل گلدیران (GL),https://damava.ir/wp-content/uploads/2022/sarmayesh/12/1.jpg,<ol><li>مجهز به فن سه دور با سطح صدای کم</li><li>دارای فیلتر آلومینیومی قابل شست و شو</li><li>طراحی باریک و زیبای بدنه و اشغال فضای کم</li><li>قابلیت اتصال لوله از هر دو سمت چپ و راست به کویل</li><li> برای مساحت حداکثر 28 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GLKF4-400,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,400,حداکثر قدرت سرمایش(BTU/hr),11200,حداکثر قدرت گرمایش(BTU/hr),24635,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر صدا - Db,34/36/39,افت فشار آب (Kpa),9.5,ابعاد - mm,1000x626x220,وزن - Kg,26,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,گارانتی,شرکت گلدیران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی گلدیران,گارانتی,گارانتی 18 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,https://damatajhiz.com/products/650/فن-کویل-دیواری-gl-مدل-glkg-300s,فن کویل دیواری GL مدل GLKG-300S,14812000,فن کویل > فن کویل گلدیران (GL),https://damava.ir/wp-content/uploads/2022/sarmayesh/13/1.jpg,<ol><li>مجهز به فن سه دور با سطح صدای کم</li><li>دارای فیلتر آلومینیومی قابل شست و شو</li><li>دارای نمایشگر LCD روی دستگاه + ریموت کنترل</li><li>دارای شیر سه راهه برقی جهت کنترل دبی آب</li><li> برای مساحت حداکثر 20 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GLKG-300s,موقعیت نصب دستگاه,دیواری,ظرفیت هوادهي CFM,300,حداکثر قدرت سرمایش(BTU/hr),9000,حداکثر قدرت گرمایش(BTU/hr),12600,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر صدا - Db,24/29/35,ابعاد - mm,915x210x290,وزن - Kg,12,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,گارانتی,شرکت گلدیران,مدت گارانتی,18 ماه گارانتی از زمان نصب,نصب رایگان,ندارد,گارانتی,18 ماه گارانتی گلدیران,گارانتی,گارانتی 18 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,https://damatajhiz.com/products/1992/فن-کویل-دیواری-gl-مدل-glkg-400s,فن کویل دیواری GL مدل GLKG-400S,14950000,فن کویل > فن کویل گلدیران (GL),https://damava.ir/wp-content/uploads/2022/sarmayesh/14/1.jpg,<ol><li>مجهز به فن سه دور با سطح صدای کم</li><li>دارای فیلتر آلومینیومی قابل شست و شو </li><li>دارای نمایشگر LCD روی دستگاه + ریموت کنترل</li><li>دارای شیر سه راهه برقی جهت کنترل دبی آب</li><li>برای مساحت حداکثر 28 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GLKG-400s,موقعیت نصب دستگاه,دیواری,ظرفیت هوادهي CFM,400,حداکثر قدرت سرمایش(BTU/hr),10500,حداکثر قدرت گرمایش(BTU/hr),14800,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر صدا - Db,26/31/37,ابعاد - mm,915x210x290,وزن - Kg,12,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,گارانتی,شرکت گلدیران,مدت گارانتی,18 ماه گارانتی از زمان نصب,نصب رایگان,ندارد,گارانتی,18 ماه گارانتی گلدیران,گارانتی,گارانتی 18 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,https://damatajhiz.com/products/646/فن-کویل-زمینی-gl-مدل-glkf4-300,فن کویل زمینی GL مدل GLKF4-300,8280000,فن کویل > فن کویل زمینی,https://damava.ir/wp-content/uploads/2022/sarmayesh/15/1.jpg,<ol><li>مجهز به فن سه دور با سطح صدای کم</li><li>دارای فیلتر آلومینیومی قابل شست و شو</li><li>طراحی باریک و زیبای بدنه و اشغال فضای کم</li><li>قابلیت اتصال لوله از هر دو سمت چپ و راست به کویل</li><li> برای مساحت حداکثر 20 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GLKF4-300,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,300,حداکثر قدرت سرمایش(BTU/hr),8600,حداکثر قدرت گرمایش(BTU/hr),19245,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر صدا - Db,32/34/37,افت فشار آب (Kpa),14.2,ابعاد - mm,1000x626x220,وزن - Kg,26,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,گارانتی,شرکت گلدیران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی گلدیران,گارانتی,گارانتی 18 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,https://damatajhiz.com/products/595/فن-کویل-سقفی-توکار-gl-مدل-glkt3-300,فن کویل سقفی توکار GL مدل GLKT3-300,7728000,فن کویل > فن کویل گلدیران (GL),https://damava.ir/wp-content/uploads/2022/sarmayesh/16/1.jpg,<ol><li>کویل 3 ردیفه مسی</li><li>مجهز به فن گالوانیزه سه دور با سطح صدای کم و ترموستات کنترل</li><li>دارای فیلترهای آلومینیومی قابل شستشو</li><li>مجهز به ریموت کنترل بی‌سیم</li><li>برای مساحت حداکثر 20 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GLKT3-300,موقعیت نصب دستگاه,سقفی توکار,ظرفیت هوادهي CFM,300,حداکثر قدرت سرمایش(BTU/hr),12200,حداکثر قدرت گرمایش(BTU/hr),15800,نوع برق مصرفی,تک فاز - 220 ولت,تعداد موتور,1,قدرت الکترموتور (W),60,تعداد فن,2,حداکثر صدا - Db,32/35/40,افت فشار آب (Kpa),16,ابعاد - mm,640x526x230,وزن - Kg,19.5,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,گارانتی,شرکت گلدیران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی گلدیران,گارانتی,گارانتی 18 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,https://damatajhiz.com/products/4434/فن-کویل-دیواری-گرین-ایرباس-مدل-gwf800p1,فن کویل دیواری گرین ایرباس مدل GWF800P1,11473000,فن کویل > فن کویل دیواری,"https://damava.ir/wp-content/uploads/2022/sarmayesh/17/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/17/2.jpg",<ol><li>دارای فن سه سرعته با سطح صدای کم</li><li>دارای فیلتر قابل شستشو با دوره شستشوی طولانی مدت</li><li>امکان نصب شیر دوراهه یا سه راهه +سیستم تشخیص خودکار خطا</li><li>دارای ریموت کنترل بی سیم</li><li>برای مساحت حداکثر 56 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GWF800P1,موقعیت نصب دستگاه,دیواری,ظرفیت هوادهي (زیاد | متوسط | کم) - CFM,800 | 600 | 400,ظرفیت سرمایشی (زیاد | متوسط | کم) - W,7210 | 6129 | 4687,ظرفیت سرمایشی (زیاد | متوسط | کم) - W,10807 | 9186 | 7025,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر فشار کاری -bar,16,تعداد موتور,1,قدرت الکترموتور - W,134,تعداد فن,1,سطح صدا - Db,41/45/49,دبی آب - m3/h,1.39,ابعاد خالص (ارتفاعxعرضxطول) - mm,1100x235x330,ابعاد ناخالص (ارتفاعxعرضxطول) - mm,1140x300x390,وزن خالص | ناخالص - Kg,20 | 23,سایز لوله ورودی و خروجی - inch,1/2,سایز لوله تخلیه - inch,1/2,کشور سازنده ,چین,مدت گارانتی,12 ماه گارانتی,گارانتی,12 ماه گارانتی شرکت پشم شیشه پارس,گارانتی,12 ماه گارانتی از زمان خرید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,https://damatajhiz.com/products/4435/فن-کویل-سقفی-زمینی-گرین-مدل-gff400p1,فن کویل سقفی-زمینی گرین مدل GFF400P1,8932000,فن کویل > فن کویل گرین,"https://damava.ir/wp-content/uploads/2022/sarmayesh/18/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/18/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/18/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/18/4.jpg",<ol><li>دارای فن سه سرعته با سطح صدای کم</li><li>دارای فیلتر قابل شستشو با دوره شستشوی طولانی مدت</li><li>قابلیت پرتاب باد در چهار جهت به صورت عمودی و افقی</li><li>طراحی باریک با قابلیت نصب بر روی زمین یا سقف</li><li> برای مساحت تا 28 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GFF400P1,موقعیت نصب دستگاه,سقفی-زمینی,ظرفیت هوادهي (زیاد | متوسط | کم) - CFM,400 | 300 | 200,ظرفیت سرمایشی (زیاد | متوسط | کم) - W,3600 | 3075 | 2352,ظرفیت گرمایشی (زیاد | متوسط | کم) - W,5418 | 4605 | 3522,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر فشار کاری -bar,16,تعداد موتور,1,قدرت الکترموتور - W,78,تعداد فن,2,سطح صدا - Db,≤42,دبی آب - m3/h,0.62,افت فشار آب - Kpa,16,ابعاد خالص (ارتفاعxعرضxطول) - mm,929x205x660,ابعاد ناخالص (ارتفاعxعرضxطول) - mm,1010x280x720,وزن خالص | ناخالص - Kg,24 | 27,سایز لوله ورودی و خروجی - inch,3/4,سایز لوله تخلیه - inch,3/4,کشور سازنده ,چین,مدت گارانتی,12 ماه گارانتی,گارانتی,12 ماه گارانتی شرکت پشم شیشه پارس,گارانتی,12 ماه گارانتی از زمان خرید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,https://damatajhiz.com/products/4438/فن-کویل-سقفی-زمینی-گرین-مدل-gff600p1,فن کویل سقفی-زمینی گرین مدل GFF600P1,11242000,فن کویل > فن کویل گرین,"https://damava.ir/wp-content/uploads/2022/sarmayesh/19/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/19/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/19/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/19/4.jpg",<ol><li>دارای فن سه سرعته با سطح صدای کم</li><li>دارای فیلتر قابل شستشو با دوره شستشوی طولانی مدت</li><li>قابلیت پرتاب باد در چهار جهت به صورت عمودی و افقی</li><li>طراحی باریک با قابلیت نصب بر روی زمین یا سقف</li><li> برای مساحت تا 40 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GFF600P1,موقعیت نصب دستگاه,سقفی-زمینی,ظرفیت هوادهي (زیاد | متوسط | کم) - CFM,600 | 450 | 300,ظرفیت سرمایشی (زیاد | متوسط | کم) - W,5406 | 4595 | 3514,ظرفیت گرمایشی (زیاد | متوسط | کم) - W,8115 | 6898 | 5275,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر فشار کاری -bar,16,تعداد موتور,1,قدرت الکترموتور - W,117,تعداد فن,3,سطح صدا - Db,≤48,دبی آب - m3/h,0.98,افت فشار آب - Kpa,22,ابعاد خالص (ارتفاعxعرضxطول) - mm,1280x205x660,ابعاد ناخالص (ارتفاعxعرضxطول) - mm,1360x280x720,وزن خالص | ناخالص - Kg,30 | 35,سایز لوله ورودی و خروجی - inch,3/4,سایز لوله تخلیه - inch,3/4,کشور سازنده ,چین,مدت گارانتی,12 ماه گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,https://damatajhiz.com/products/4439/فن-کویل-سقفی-زمینی-گرین-مدل-gff800p1,فن کویل سقفی-زمینی گرین مدل GFF800P1,12089000,فن کویل > فن کویل گرین,"https://damava.ir/wp-content/uploads/2022/sarmayesh/20/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/20/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/20/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/20/4.jpg",<ol><li>دارای فن سه سرعته با سطح صدای کم</li><li>دارای فیلتر قابل شستشو با دوره شستشوی طولانی مدت</li><li>قابلیت پرتاب باد در چهار جهت به صورت عمودی و افقی</li><li>طراحی باریک با قابلیت نصب بر روی زمین یا سقف</li><li> برای مساحت تا 56 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GFF800P1,موقعیت نصب دستگاه,سقفی-زمینی,ظرفیت هوادهي (زیاد | متوسط | کم) - CFM,800 | 600 | 400,ظرفیت سرمایشی (زیاد | متوسط | کم) - W,7210 | 6129 | 4687,ظرفیت گرمایشی (زیاد | متوسط | کم) - W,10807 | 9186 | 7025,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر فشار کاری -bar,16,تعداد موتور,1,قدرت الکترموتور - W,190,تعداد فن,3,سطح صدا - Db,≤48,دبی آب - m3/h,1.25,افت فشار آب - Kpa,30,ابعاد خالص (ارتفاعxعرضxطول) - mm,1280x205x660,ابعاد ناخالص (ارتفاعxعرضxطول) - mm,1360x290x720,وزن خالص | ناخالص - Kg,33 | 38,سایز لوله ورودی و خروجی - inch,3/4,سایز لوله تخلیه - inch,3/4,کشور سازنده ,چین,مدت گارانتی,12 ماه گارانتی,گارانتی,12 ماه گارانتی شرکت پشم شیشه پارس,گارانتی,12 ماه گارانتی از زمان خرید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,https://damatajhiz.com/products/4440/فن-کویل-سقفی-زمینی-گرین-مدل-gff1000p1,فن کویل سقفی-زمینی گرین مدل GFF1000P1,12936000,فن کویل > فن کویل گرین,"https://damava.ir/wp-content/uploads/2022/sarmayesh/21/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/21/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/21/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/21/4.jpg",<ol><li>دارای فن سه سرعته با سطح صدای کم</li><li>دارای فیلتر قابل شستشو با دوره شستشوی طولانی مدت</li><li> قابلیت پرتاب باد در چهار جهت به صورت عمودی و افقی</li><li> طراحی باریک با قابلیت نصب بر روی زمین یا سقف</li><li> برای مساحت تا 70 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,GFF1000P1,موقعیت نصب دستگاه,سقفی-زمینی,ظرفیت هوادهي (زیاد | متوسط | کم) - CFM,1000 | 750 | 500,ظرفیت سرمایشی (زیاد | متوسط | کم) - W,9000 | 7665 | 5862,ظرفیت گرمایشی (زیاد | متوسط | کم) - W,13512 | 11485 | 8783,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر فشار کاری -bar,16,تعداد موتور,1,قدرت الکترموتور - W,230,تعداد فن,4,سطح صدا - Db,≤48,دبی آب - m3/h,1.58,افت فشار آب - Kpa,44,ابعاد خالص (ارتفاعxعرضxطول) - mm,1631x205x660,ابعاد ناخالص (ارتفاعxعرضxطول) - mm,1710x290x720,وزن خالص | ناخالص - Kg,44 | 50,سایز لوله ورودی و خروجی - inch,3/4,سایز لوله تخلیه - inch,3/4,کشور سازنده ,چین,مدت گارانتی,12 ماه گارانتی,گارانتی,12 ماه گارانتی شرکت پشم شیشه پارس,گارانتی,12 ماه گارانتی از زمان خرید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,https://damatajhiz.com/products/4443/فن-کویل-کاستی-یک-طرفه-گرین-مدل-g1wf400p1,فن کویل کاستی یک طرفه گرین مدل G1WF400P1,13090000,فن کویل > فن کویل گرین,"https://damava.ir/wp-content/uploads/2022/sarmayesh/22/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/22/2.jpg",<ol><li>دارای فن سه سرعته با سطح صدای کم</li><li>دارای فیلتر قابل شستشو با دوره شستشوی طولانی مدت</li><li>مجهز به سیستم عیب یابی به صورت کدینگ+مجهز به پمپ درین</li><li>دارای تایمر خاموش و روشن و ریموت کنترل</li><li> برای مساحت تا 28 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,G1WF400P1,موقعیت نصب دستگاه,کاستی,ظرفیت هوادهي - CFM,200/303/400,حداکثر ظرفیت سرمایشی - W,2479/3000/3600,حداکثر ظرفیت گرمایشی - W,2800/3935/5400,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر فشار کاری -bar,16,تعداد موتور,1,قدرت الکترموتور - W,62,تعداد فن,1,میزان صدا - Db,34/38/41,دبی آب - m3/h,0.62,افت فشار آب - Kpa,20,ابعاد خالص بدنه (ارتفاعxعرضxطول) - mm,850x400x235,ابعاد ناخالص بدنه (ارتفاعxعرضxطول) - mm,1040x478x310,ابعاد خالص پنل (ارتفاعxعرضxطول) - mm,1040x470x18,ابعاد ناخالص پنل (ارتفاعxعرضxطول) - mm,1055x515x175,وزن خالص بدنه | پنل - Kg,23 | 4,وزن ناخالص بدنه | پنل - Kg,27 | 6,سایز لوله ورودی و خروجی - inch,3/4,سایز لوله تخلیه- inch,3/4,کشور سازنده ,چین,مدت گارانتی,12 ماه گارانتی,گارانتی,12 ماه گارانتی شرکت پشم شیشه پارس,گارانتی,12 ماه گارانتی از زمان خرید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,https://damatajhiz.com/products/750/فن-کویل-کاستی-یک-طرفه-میدیا-مدل-mkc-300,فن کویل کاستی یک طرفه میدیا مدل MKC-300,16192000,فن کویل > فن کویل میدیا,"https://damava.ir/wp-content/uploads/2022/sarmayesh/23/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/23/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/23/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/23/4.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/23/5.jpg",<ol><li>کویل 3 ردیفه با لوله های مسی 10 میلی متر</li><li>دارای فن سانتریفیوژ چهار سرعته و از جنس گالوانیزه</li><li>عملکرد کم صدا و آرام </li><li>دارای ریموت کنترل و دریچه خودکار توزیع هوا جهت جریان هوای یکنواخت</li><li>برای مساحت حداکثر 20 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,MKC-300,موقعیت نصب دستگاه,کاستی یک طرفه,ظرفیت هوادهي CFM,300,حداکثر قدرت سرمایش(BTU/hr),10270,حداکثر قدرت گرمایش(BTU/hr),18290,نوع برق مصرفی,تک فاز - 220 ولت,تعداد کویل ,3 ردیف,تعداد موتور,1,قدرت الکترموتور (W),38,حداکثر صدا - Db,33/35/38,افت فشار آب (Kpa),10.1,ابعاد یونیت داخلی - mm,850x235x400,ابعاد  پنل - mm,1050x18x470,وزن - Kg,27,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,چین,مدت گارانتی,12 ماه گارانتی از زمان نصب,گارانتی,12 ماه گارانتی اصلی,گارانتی,گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,https://damatajhiz.com/products/752/فن-کویل-کانالی-پرفشار-میدیا-مدل-2200g100,فن کویل کانالی پرفشار میدیا مدل 2200G100,27048000,فن کویل > فن کویل میدیا,https://damava.ir/wp-content/uploads/2022/sarmayesh/24/1.jpg,<ol><li>دارای فن سانتریفیوژ سه سرعته از جنس گالوانیزه</li><li>عملکرد کم صدا و آرام </li><li>امکان کنترل ظرفیت فن کویل و دمای محیط توسط ترموستات </li><li>دارای فیلتر آلومینیومی قابل شستشو و قابل تعویض</li><li>برای مساحت حداکثر 170 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,MKT3H-2200G100,موقعیت نصب دستگاه,کانالی,ظرفیت هوادهي CFM,2200,حداکثر قدرت سرمایش(BTU/hr),67898,حداکثر قدرت گرمایش(BTU/hr),102360,نوع برق مصرفی,تک فاز - 220 ولت,تعداد کویل,3,تعداد موتور,-,قدرت الکترموتور (W),-,تعداد فن,-,حداکثر صدا - Db,66,افت فشار آب (Kpa),130,ابعاد - mm,1290x809x400,وزن - Kg,52,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,چین,مدت گارانتی,12 ماه گارانتی از زمان نصب,گارانتی,12 ماه گارانتی اصلی,گارانتی,گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,https://damatajhiz.com/products/4451/فن-کویل-کاستی-چهار-طرفه-گرین-ایرباس-g4wf300p1,فن کویل کاستی چهار طرفه گرین ایرباس G4WF300P1,11011000,فن کویل > فن کویل گرین,"https://damava.ir/wp-content/uploads/2022/sarmayesh/25/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/25/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/25/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/25/4.jpg",<ol><li>دارای فن سه سرعته با سطح صدای کم</li><li>دارای فیلتر قابل شستشو با دوره شستشوی طولانی مدت</li><li> مجهز به سیستم عیب یابی به صورت کدینگ+مجهز به پمپ درین</li><li> دارای تایمر خاموش و روشن و اتو استارت</li><li> برای مساحت تا 20 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,G4WF300P1,موقعیت نصب دستگاه,کاستی,ظرفیت هوادهي - CFM,150/225/300,حداکثر ظرفیت سرمایشی - W,1763/2305/2712,حداکثر ظرفیت گرمایشی - W,2646/3460/4070,نوع برق مصرفی,تک فاز - 220 ولت,حداکثر فشار کاری -bar,16,تعداد موتور,1,قدرت الکترموتور - W,55,تعداد فن,1,حداکثر میزان صدا - Db,39,دبی آب - m3/h,0.62,افت فشار آب - Kpa,26,ابعاد خالص بدنه (ارتفاعxعرضxطول) - mm,570x570x260,ابعاد ناخالص بدنه (ارتفاعxعرضxطول) - mm,650x650x290,ابعاد خالص پنل (ارتفاعxعرضxطول) - mm,650x650x55,ابعاد ناخالص پنل (ارتفاعxعرضxطول) - mm,710x710x80,وزن خالص بدنه | پنل - Kg,21.5 | 3,وزن ناخالص بدنه | پنل - Kg,24.5 | 5,سایز لوله ورودی و خروجی - inch,3/4,سایز لوله تخلیه - inch,3/4,کشور سازنده ,چین,مدت گارانتی,12 ماه گارانتی,گارانتی,12 ماه گارانتی شرکت پشم شیشه پارس,گارانتی,12 ماه گارانتی از زمان خرید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
